TimePoint,NO,NO2,NOx,SO2,O3,PM2.5,PM10,WindD,WindS,Temperature,Humidity,Pressure,Precipitation,PrecipitationM,Radiation
3/4/2016 21:00,7.7,117.2,124.9,45.21,7.09,170.43,245.16,21.13,2.82,9.73,51.75,1014.08 ,0,0,370.32
3/4/2016 22:00,1.76,23.68,25.44,33.08,41.86,121.48,281.17,315.05,4.68,11.05,40.92,1014.01 ,0,0,289.28
3/4/2016 23:00,1.33,17.34,18.66,13.22,43.18,74.16,469.33,332.93,5.45,11.2,28.22,1013.92 ,0,0,191.12
3/5/2016 0:00,1.27,13.95,15.22,7.63,45.63,97.32,620.68,334.68,4.87,10.37,24.67,1014.11 ,0,0,166.37
3/5/2016 1:00,1.16,12.69,13.85,4.92,47.6,71.14,496.92,337.92,5.16,9.55,22.07,1014.61 ,0,0,145.62
3/5/2016 2:00,1.05,9.92,10.97,2.55,54,58.9,395.13,339.23,5.89,8.98,17.52,1014.82 ,0,0,116.42
3/5/2016 3:00,1,9.81,10.81,3.07,53.68,42.17,361.23,340.62,5.93,8.6,16.72,1014.75 ,0,0,110.53
3/5/2016 4:00,0.92,9.96,10.88,3.57,52.94,39.72,339.28,333.95,5.49,8.23,17.4,1014.72 ,0,0,114.78
3/5/2016 5:00,0.98,11.34,12.32,3.24,52.28,39.73,319.99,328.58,5.22,7.82,17.9,1014.99 ,0,0,117.7
3/5/2016 6:00,1.01,16.08,17.09,3.99,49.33,43.09,293.52,323.15,4.33,7.31,18.15,1014.93 ,0,0,121.72
3/5/2016 7:00,1.79,20.11,21.9,4.79,46.33,36.16,256.74,324.07,2.99,7.09,18.87,1015.82 ,0,0,125.57
3/5/2016 8:00,2.27,16.35,18.63,4.53,50.13,42.42,246.74,328.52,3.01,7.95,17.95,1016.13 ,0,0,116.77
3/5/2016 9:00,1.94,10.84,12.79,3.53,54.54,31.05,220.5,318.7,3.85,8.96,16.48,1016.19 ,0,0,108.85
3/5/2016 10:00,1.93,10.25,12.18,3.17,55.42,32.55,226.53,327.37,4.45,9.74,15.98,1016.07 ,0,0,100.78
3/5/2016 11:00,1.93,9.33,11.25,3.19,57.05,35.15,234.65,321.85,4.95,10.49,14.9,1015.36 ,0,0,94.12
3/5/2016 12:00,1.97,9.88,11.84,3.33,57.66,40.3,209.31,337.45,4.18,11.48,14.08,1014.57 ,0,0,86.82
3/5/2016 13:00,1.66,9.44,11.1,2.7,60.54,28.68,174.99,329.43,3.98,12.26,12.97,1013.57 ,0,0,77.37
3/5/2016 14:00,1.46,9.33,10.79,2.53,62.65,32.35,160,324.92,3.87,12.7,12.1,1013.01 ,0,0,68.62
3/5/2016 15:00,1.5,10.73,12.22,2.79,61.71,32.28,170.34,312.33,4.2,12.47,12.5,1012.62 ,0,0,72.83
3/5/2016 16:00,1.29,13.27,14.57,2.98,59.48,42.4,186.44,326.03,3.88,11.41,16.03,1012.56 ,0.26,0.4,101.47
3/5/2016 17:00,0.91,16.08,16.99,3.7,56.77,37.55,177.82,330.35,3.09,10.9,14.72,1012.92 ,0.01,0.4,92.25
3/5/2016 18:00,0.96,24.71,25.67,5.33,48.96,40.33,167.83,336.3,2.35,10.14,15.3,1013.57 ,0,0,97.27
3/5/2016 19:00,0.89,30.33,31.21,6.54,42.71,34.64,159.4,339.82,2.08,9.44,17.05,1014.31 ,0,0,111.63
3/5/2016 20:00,0.99,36.45,37.44,6.49,36.92,39.04,164.39,339.93,1.9,8.84,18.8,1014.63 ,0,0,122.85
3/5/2016 21:00,0.97,51.02,51.99,9.18,26.88,32.69,154.77,136.38,1.27,7.79,20.92,1014.87 ,0,0,140.27
3/5/2016 22:00,1.29,55.74,57.04,8.57,22.09,33.58,132.67,41.53,1.12,7.02,23.47,1014.96 ,0,0,162.12
3/5/2016 23:00,1.08,68.84,69.91,8.89,12.99,29.13,109.85,110.73,0.78,5.63,26.52,1015.01 ,0,0,185.27
3/6/2016 0:00,2.34,76.53,78.87,6.78,6.23,28.2,97.62,218.17,0.32,3.54,33.13,1015.16 ,0,0,233.92
3/6/2016 1:00,5.41,81.97,87.38,13.64,3.96,25.47,88.12,211.17,0.88,2.06,36.77,1015.23 ,0,0,258.95
3/6/2016 2:00,4.84,75.31,80.16,11.46,3.66,30.47,92.14,176.92,0.23,1.4,39.95,1015.02 ,0,0,280.72
3/6/2016 3:00,33.27,78.65,111.91,12.3,3.11,26.8,85.1,190.65,0.76,0.87,46.73,1014.32 ,0,0,332.32
3/6/2016 4:00,21.11,83.26,104.36,15.21,3.17,31.87,97.89,125.37,1.73,3.24,34.68,1013.99 ,0,0,239.88
3/6/2016 5:00,16.2,80.22,96.43,12.08,3.29,29.47,88.28,171.15,1.54,2.88,35.12,1013.98 ,0,0,246.58
3/6/2016 6:00,4.33,64.5,68.83,8.53,9.77,23.51,67.68,58.85,1.87,2.53,35.73,1013.63 ,0,0,246.85
3/6/2016 7:00,9,56.07,65.06,9.09,15.53,11.72,46.27,94.7,2.18,2.69,35.38,1013.55 ,0,0,243.77
3/6/2016 8:00,14.37,56.59,70.96,11.25,17.72,15.02,51.62,20.12,2.15,3.84,33.57,1013.55 ,0,0,232.54
3/6/2016 9:00,14.79,56.68,71.48,13.79,20.58,16.72,57.97,125.93,1.78,5.21,30.43,1013.45 ,0,0,214.9
3/6/2016 10:00,19.1,64.55,83.64,35.02,20.78,27.59,83.57,46.83,1.68,6.56,27.38,1012.94 ,0,0,191.52
3/6/2016 11:00,25.07,70.56,95.63,42.03,22.21,39.15,117.7,142.35,1.51,7.87,26.27,1012.32 ,0,0,181.47
3/6/2016 12:00,22.2,78.44,100.64,43.88,23.39,49.15,142.14,51.8,1.78,9.03,24.75,1010.98 ,0,0,167.95
3/6/2016 13:00,20.47,76.68,97.15,49.07,28.06,54.87,169.62,59.27,1.51,9.82,24.35,1009.96 ,0,0,162.9
3/6/2016 14:00,15.7,81.57,97.28,55,30.25,70.74,201.64,101.83,1.4,10.5,24.13,1008.98 ,0,0,160.63
3/6/2016 15:00,14.11,92.28,106.39,63.26,29.06,78.06,228.6,115.02,1.55,10.96,24.97,1008.49 ,0,0,166.72
3/6/2016 16:00,8.57,97.99,106.56,65.02,26.49,95.07,255.24,140.93,1.18,11.01,25.75,1008.63 ,0,0,169.38
3/6/2016 17:00,5.83,112.7,118.53,62.36,16.92,95.59,264.02,95.42,1.24,10.25,27.05,1008.98 ,0,0,183.97
3/6/2016 18:00,7.26,130.51,137.78,61.44,8.16,96.48,268.84,29.23,1.48,9.4,29.35,1009.73 ,0,0,200.58
3/6/2016 19:00,10.28,111.51,121.79,52.15,4.89,94.53,253.84,25.52,2.06,8.74,30.45,1010.20 ,0,0,207.92
3/6/2016 20:00,15.13,106.26,121.39,40.05,3.82,80.88,201.38,153.78,0.81,7.45,32.95,1010.45 ,0,0,231.87
3/6/2016 21:00,18.63,98.85,117.48,28.67,3.47,73.09,176.29,260.28,0.45,5.64,39.88,1011.09 ,0,0,284.18
3/6/2016 22:00,26.31,94.41,120.71,24.87,3.41,69.83,163.27,220.72,0.29,5.44,43.57,1011.58 ,0,0,309.88
3/6/2016 23:00,33.36,98.19,131.55,26.14,3.31,72.22,163.52,208.17,0.22,5.16,44.33,1011.72 ,0,0,316.03
3/7/2016 0:00,19.73,100.01,119.74,35.51,3.42,74.09,171.65,108.78,0.45,4.2,48.7,1011.86 ,0,0,351.48
3/7/2016 1:00,12.4,107.29,119.69,60.14,3.41,83.42,210.52,66.95,0.84,5.68,44.03,1012.17 ,0,0,318.77
3/7/2016 2:00,46.73,106.28,153.01,42.91,3.34,79.85,205.22,235.65,0.83,3.82,50.65,1012.55 ,0,0,360.95
3/7/2016 3:00,71.94,101.37,173.31,32.02,3.3,83.08,198.18,180.42,0.67,3.25,48.52,1013.04 ,0,0,342.25
3/7/2016 4:00,53.95,89.96,143.91,21.34,2.7,68.38,159.54,148.35,0.59,1.64,54.45,1013.32 ,0,0,388.85
3/7/2016 5:00,12.47,76.19,88.66,20.2,6.26,50.89,120.88,151.7,1.48,2.35,43.4,1013.89 ,0,0,307.1
3/7/2016 6:00,2.07,48.02,50.09,9.41,23.84,19.16,63.03,297.48,1.64,4.33,25,1014.68 ,0,0,168.87
3/7/2016 7:00,6.03,41.37,47.39,9.71,29.81,10.65,42.49,343.18,2.49,5.71,21.97,1015.86 ,0,0,147.8
3/7/2016 8:00,5.54,26.45,31.99,9.89,41.31,15.55,45.85,332.15,3.1,7.08,20.53,1016.83 ,0,0,139.62
3/7/2016 9:00,2.89,14.23,17.12,5.86,51.49,10.67,37.88,322.22,3.22,7.8,19.32,1017.35 ,0,0,128.97
3/7/2016 10:00,2.24,10.28,12.51,4.09,56.3,4.62,30.82,317.07,3.24,8.61,18.32,1017.40 ,0,0,120.1
3/7/2016 11:00,1.91,8.56,10.46,3.45,61.96,3.63,46.93,310.58,4.57,9.25,15.2,1017.15 ,0,0,99.52
3/7/2016 12:00,1.8,8.46,10.26,2.98,66.18,8.7,45.64,298.5,5.64,9.44,11.93,1016.85 ,0,0,73.18
3/7/2016 13:00,1.8,7.79,9.59,2.42,66.22,5.65,40.49,300.4,5.06,10,11.72,1016.61 ,0,0,69.9
3/7/2016 14:00,1.68,7.85,9.53,2.09,65.45,9.68,70.98,310.28,5.47,10.2,11.33,1016.51 ,0,0,65.7
3/7/2016 15:00,1.51,8.19,9.71,2.2,64.14,9.01,53.19,316.65,5.91,10.06,11.65,1016.70 ,0,0,68.62
3/7/2016 16:00,1.24,9.17,10.41,2.21,61.39,5.64,49.33,331.62,6.33,9.36,12.47,1017.12 ,0,0,76.72
3/7/2016 17:00,1.07,13.2,14.27,2.58,57.96,8.45,57.45,336.9,6.72,8.11,12.72,1017.21 ,0,0,76.7
3/7/2016 18:00,0.78,17.44,18.23,3.07,53.23,4.95,40,324.42,5.44,7.02,13.32,1018.07 ,0,0,81.8
3/7/2016 19:00,0.88,17.85,18.73,3.48,50.23,2.72,28.23,310.22,6.26,6.01,14.05,1018.68 ,0,0,92.25
3/7/2016 20:00,0.72,13.51,14.23,3.36,52.83,4.32,29.57,181.27,3.67,4.67,14.03,1020.42 ,0,0,92
3/7/2016 21:00,0.76,11.36,12.11,2.65,53.43,4.07,27.34,68.27,4.62,3.74,13.97,1021.42 ,0,0,90.5
3/7/2016 22:00,0.61,16.64,17.25,3.17,48.91,5.46,24.55,18.63,3.76,3.27,13.8,1022.13 ,0,0,83.67
3/7/2016 23:00,0.61,15.2,15.8,2.86,48.29,4.15,25.78,26.77,3.86,2.71,13.95,1022.35 ,0,0,79.33
3/8/2016 0:00,0.38,11.59,11.97,2.16,49.43,7.07,28.56,22.4,4.08,2.03,13.9,1022.83 ,0,0,82.48
3/8/2016 1:00,0.53,18.77,19.3,3.04,43.61,5.83,29.18,24.53,4.36,1.53,14.35,1023.40 ,0,0,87.87
3/8/2016 2:00,0.2,21.62,21.81,3.38,39.35,5.65,31.46,35.75,2.89,0.91,16.62,1024.05 ,0,0,105.85
3/8/2016 3:00,0.23,17,17.23,3.3,42.33,6.47,31.02,28.58,3.14,0.38,16,1024.44 ,0,0,101.82
3/8/2016 4:00,0.1,11.38,11.49,2.68,48.75,7.86,28.81,21.48,3.94,0.56,12.68,1024.60 ,0,0,76.45
3/8/2016 5:00,0.11,12.25,12.36,2.75,48.34,6.33,25.59,48.25,3.91,0.19,12.25,1025.25 ,0,0,73.52
3/8/2016 6:00,0.4,20.92,21.32,3.56,43.44,4.8,21.37,27.42,4.05,0.01,12.28,1026.04 ,0,0,72.47
3/8/2016 7:00,1.21,21.54,22.75,4.24,43.18,4.05,18.07,17.25,4.11,0.13,12.4,1026.67 ,0,0,73.75
3/8/2016 8:00,1.35,14.92,16.27,4.9,47.05,1.52,18.13,49.63,5.13,0.45,12.13,1027.42 ,0,0,72.47
3/8/2016 9:00,1.81,10.69,12.5,5.46,50.14,3.57,18.83,175.23,4.36,0.98,12.2,1027.71 ,0,0,72.59
3/8/2016 10:00,2.04,10.19,12.24,5.83,51.67,2.26,15.65,60.73,3.58,2.56,12,1027.61 ,0,0,75.67
3/8/2016 11:00,2.98,12.79,15.78,5.98,53.13,5.12,18.45,128.45,3.02,3.15,12.07,1026.79 ,0,0,75.48
3/8/2016 12:00,3.11,12.29,15.4,6.83,55.52,1.11,14.49,144.05,4.19,4.41,11.18,1025.69 ,0,0,68.27
3/8/2016 13:00,2.53,10.99,13.51,6.18,58.55,10.99,24.87,147.08,4.08,5.01,10.7,1024.57 ,0,0,65.23
3/8/2016 14:00,2.08,10.65,12.73,5.03,60.52,6.08,18.48,145.9,4.02,5.76,10.3,1023.78 ,0,0,61.02
3/8/2016 15:00,1.87,10.88,12.75,5.08,60.65,14.5,28.64,261.78,4.12,6.15,9.98,1023.38 ,0,0,58.35
3/8/2016 16:00,1.52,12.59,14.11,5.27,59.56,13.49,28.71,204.67,4.1,5.98,10.25,1023.29 ,0,0,59.98
3/8/2016 17:00,1,16.7,17.71,4.84,54.79,11.39,22.18,305.2,3.47,5.18,11.48,1023.54 ,0,0,68.5
3/8/2016 18:00,0.74,22.19,22.93,4.11,47.79,5.4,16.16,253.23,3.49,4.09,13.57,1024.22 ,0,0,89.32
3/8/2016 19:00,0.68,24.15,24.83,4.45,44.94,9.25,17.93,317.43,3.52,3.28,15.33,1025.18 ,0,0,96.22
3/8/2016 20:00,0.59,20.48,21.08,4.61,45.77,5.53,13,322.1,3.73,2.53,16,1026.16 ,0,0,99.13
3/8/2016 21:00,0.48,17.68,18.16,3.94,45.84,10.5,16.3,134.72,4.04,1.97,17.07,1026.71 ,0,0,104.93
3/8/2016 22:00,0.2,14.14,14.34,4.71,46.51,6.31,12.71,76.92,4.14,1.56,18.4,1027.09 ,0,0,117.02
3/8/2016 23:00,0.17,9.94,10.11,4.13,46.53,7.8,14.21,134.13,4.57,0.98,19.92,1027.43 ,0,0,130.47
3/9/2016 0:00,0.04,9.38,9.42,4.2,45.71,1.24,8.95,197.47,4.67,0.35,19.88,1027.63 ,0,0,130.12
3/9/2016 1:00,-0.02,7.29,7.27,3.47,47.77,5.56,14.08,139.67,5.01,-0.29,18.3,1028.35 ,0,0,118.37
3/9/2016 2:00,-0.18,8.17,7.99,3.81,47.12,1.76,11.02,139.78,4.55,-0.79,17.92,1028.70 ,0,0,116.63
3/9/2016 3:00,-0.33,9.03,8.7,3.83,46.24,4.91,11.28,99.57,4.8,-1.04,18,1028.79 ,0,0,117.25
3/9/2016 4:00,-0.46,12.09,11.63,3.85,43.91,0.37,4.07,185.32,2.67,-1.32,18.47,1029.36 ,0,0,120.67
3/9/2016 5:00,-0.25,22.12,21.87,6.08,36.02,7.42,10.72,259.88,3.09,-1.4,19.3,1029.52 ,0,0,129.07
